Bank Name,Bank ID,Account Number,Entity ID,Entity Name
Australia Bank #17,228101,80A6D8FD0,800CE9D60,Sole Proprietorship #4176
Japan Bank #0,15,803E00AD0,800A4EE60,Corporation #29753
France Bank #372,41215,812F072D0,800973E70,Sole Proprietorship #28779
Bank of Portsmouth,19601,8076E45D0,800497FF0,Partnership #12066
First Bank of Butte,11474,801AE6450,800179520,Partnership #10515
Israel Bank #956,343245,80FE66BE0,800E1D320,Partnership #52799
Spain Bank #4355,34122,808EAA860,800764BF0,Sole Proprietorship #50781
Germany Bank #3275,33518,801E17A60,8006A1980,Corporation #20708
France Bank #235,226350,8116A1A60,80089CAD0,Corporation #42678
Australia Bank #33,28222,80A871260,800D15C50,Corporation #34165
Germany Bank #543,27217,812AD25E0,800848230,Partnership #42847
First Bank of Montpelier,795,8013180E0,800D570C0,Partnership #6220
India Bank #32,16,804D00560,800B3FD10,Corporation #31432
Russia Bank #162,316645,806FA7FE0,800B49C40,Sole Proprietorship #32941
India Bank #58,13969,805CB45E0,800AC8450,Sole Proprietorship #31648
Italy Bank #194,16871,81070FEE0,8008DAA50,Partnership #28772
Bank of Fort Wayne,123102,812686260,800EB7340,Corporation #35950
First Bank of Albany,17732,80C7AAF60,800F23CC0,Corporation #5767
The Pine Credit Union,12585,80C3099E0,800F418D0,Partnership #11830
Savings Bank of Springfield,16733,80758A3E0,800F84B30,Sole Proprietorship #7366
Bank of Madison,3601,8023F05E0,800EF5960,Sole Proprietorship #582
Flagstone Bancorp,3437,800EEBBE0,800E77DF0,Sole Proprietorship #2318
Saudi Arabia Bank #12,148348,811D9B360,800F373C0,Individual #52
France Bank #520,221032,807B7B960,8008FABB0,Partnership #26754
First Bank of Danbury,17327,802C1DAE0,8003373C0,Partnership #6165
First Bank of Los Angeles,4866,810398C60,8002BB1A0,Corporation #16899
Germany Bank #5259,33084,801B09370,80098BC10,Sole Proprietorship #42076
Germany Bank #4373,37603,813397CF0,8008F0D10,Corporation #26244
Italy Bank #4287,31293,8029D13F0,80093F530,Sole Proprietorship #48353
Brook Bancorp,3981,800BFCBF0,800C3B070,Partnership #5423
Israel Bank #34,144669,8109283F0,800E7FA00,Partnership #37705
Canada Bank #323,227471,809F44AF0,800C52CB0,Partnership #35732
India Bank #645,315247,805D7BAF0,800AC8450,Sole Proprietorship #31648
China Bank #233,39640,8038D6170,8009AB0F0,Corporation #28256
Germany Bank #594,24811,80A0878F0,8008A5310,Corporation #23576
Bank of Fairfield,35932,80E0E2370,800E10600,Sole Proprietorship #4748
Capital Bancorp,113798,807F64E70,800ADFD60,Sole Proprietorship #12003
Israel Bank #6,119,811B836F0,800F20FC0,Partnership #13783
Australia Bank #0,28,80CC00370,800D45640,Sole Proprietorship #52144
Bank of Danbury,44238,8119E6A70,8005E15D0,Partnership #21108
National Bank of Billings,123997,8103A23F0,8004F8DD0,Corporation #16911
Capital Trust Bank,16224,809FFBD70,800316240,Sole Proprietorship #13616
Golden Thrift,4503,808C8C6F0,8002A77A0,Corporation #10913
Savings Bank of Los Angeles,1665,802CB4DF0,8000D0520,Sole Proprietorship #52261
Israel Bank #928,343823,8109F8A00,800E1D320,Partnership #52799
Switzerland Bank #1157,337639,80E537E00,800DB93F0,Corporation #34854
National Bank of Boston,215687,808054E00,800D033D0,Partnership #6997
Germany Bank #3312,318156,808E56B80,8007F9590,Sole Proprietorship #27359
Spain Bank #704,35325,8026CF300,80071D7F0,Partnership #26216
Japan Bank #690,310327,8043E1600,800A6A140,Corporation #30206
Acme Cooperative Bank,1601,8099B2D00,800CE4700,Partnership #5789
National Bank of the Valley,17401,80B49F100,800DF1220,Partnership #20170
Arbor Savings Bank,1,80D400D00,800F4AED0,Sole Proprietorship #13565
Saudi Arabia Bank #4,223,811C06200,800F1BB30,Sole Proprietorship #38190
Plandor Savings Bank,908,81311CB80,800A56A40,Partnership #40891
Crytpo Bank #27,254242,813D09C81,800FE9980,Country #1
Japan Bank #40,210185,804228900,800AA5FC0,Corporation #29863
France Bank #52,24144,803272580,8007FCA90,Sole Proprietorship #22837
France Bank #85,2915,80055BC00,800960EB0,Partnership #23401
Spruce Trust Bank,211075,806844C00,800C31290,Sole Proprietorship #10505
Spain Bank #1115,19777,8116EAD00,8008E8090,Corporation #26962
Savings Bank of Columbus,124290,809BACC80,800502670,Corporation #51189
Plateau Community Bank,220271,8148E3A00,8004A9470,Partnership #45597
Bank of Augusta,15916,802871B80,8002E1440,Partnership #5793
Savings Bank of New Orleans,11107,80255BC00,800112200,Partnership #5531
Switzerland Bank #31,138335,80FB62210,800E6E5E0,Partnership #37692
Bank of the West,21174,805B15690,8008AD190,Corporation #41644
Crytpo Bank #35,154605,8146DFB11,80059FDF0,Partnership #38444
Switzerland Bank #20,137218,80E540C90,800DB93F0,Corporation #34854
France Bank #477,120691,80983B410,8007AD970,Partnership #24340
First Bank of Plattsburg,1124,8017A3F90,800ECC8E0,Sole Proprietorship #3658
India Bank #38,13154,805C9BC90,800B02570,Sole Proprietorship #43985
France Bank #63,117907,80EFE4410,8008CC450,Corporation #26251
Germany Bank #126,410,801F0C090,80063AFE0,Partnership #24396
Acme Cooperative Bank,44054,8116E0690,8005DFD70,Partnership #16466
Sappo Thrift,33426,813914490,800580230,Partnership #51286
India Bank #1154,313747,804FCC420,800AB34A0,Partnership #39325
First Bank of Boston,33499,804D16020,8004B1DF0,Corporation #42427
Bank of Watertown,38962,808C414A0,800F5E280,Partnership #41648
France Bank #5084,37014,8079046A0,800730830,Partnership #40015
China Bank #6,20,8001007A0,800965570,Corporation #26403
Spain Bank #806,36392,8144719A0,80091D590,Sole Proprietorship #28872
Japan Bank #271,39957,8044E0720,800A8AC00,Partnership #32457
First Bank of Springfield,3969,8122FCD20,800D8A9B0,Partnership #4799
China Bank #754,321909,80944B720,8009F9B00,Corporation #29355
Germany Bank #101,223090,81213B4A0,800968150,Corporation #27046
First Bank of Springfield,33616,80211A5A0,800FC4AC0,Corporation #5321
Savings Bank of Plattsburg,18679,80AD47620,800E749D0,Partnership #4051
China Bank #30,21381,80D99CF20,800A04360,Partnership #30956
Ireland Bank #2721,331425,8125F5D20,80071E510,Partnership #27444
France Bank #35,13057,811018D20,800709C10,Corporation #24942
France Bank #47,30697,80B53F920,80082E610,Partnership #27588
Spain Bank #64,3123,802461420,80077FA70,Sole Proprietorship #23399
Germany Bank #137,13265,80151E520,80069D520,Corporation #20316
France Bank #75,2591,800FD0220,8007CE130,Sole Proprietorship #22640
China Bank #6,20,8002007A0,8006036D0,Sole Proprietorship #22242
Germany Bank #5811,337043,80D8A4430,8008603B0,Sole Proprietorship #50477
Spain Bank #674,3528,8004EE9B0,800845B70,Corporation #25768
Germany Bank #4304,36831,80287E230,800810A90,Partnership #25129
Spain Bank #5715,341598,8121322B0,8007F85D0,Corporation #52900
Sunrise Credit Union,2952,80625C9B0,800956650,Sole Proprietorship #7760
Greece Bank #570,111141,809191F30,8009736F0,Corporation #39530
Switzerland Bank #65,240304,80E9D55B0,800DEC460,Sole Proprietorship #36700
India Bank #688,313640,805E499B0,800B254B0,Partnership #33414
India Bank #619,315970,805D12CB0,800AC8450,Sole Proprietorship #31648
Japan Bank #43,110057,8045EF930,800AA13C0,Corporation #29860
Spain Bank #445,238123,812111830,80079E590,Partnership #27945
Spain Bank #114,15643,8069E8030,8008075B0,Partnership #25010
Bank of Portsmouth,241485,812B7AB30,800C12540,Corporation #9112
National Bank of New Orleans,513,800C90D30,800E1E660,Corporation #6753
Switzerland Bank #9,116,80F2037B0,800DBFD80,Corporation #35356
Russia Bank #28,116843,807143830,800B8EBD0,Sole Proprietorship #33643
Russia Bank #16,9,806180930,800B569D0,Partnership #39330
The Pine Bank,132921,80EA39130,800578490,Partnership #19078
National Bank of Montpelier,226925,80DBB3B30,80051A670,Sole Proprietorship #17157
Savings Bank of Seattle,1292,8053A8BB0,800093480,Partnership #9529
Israel Bank #973,343279,810567A40,800E84E60,Corporation #35871
First Bank of Butte,127142,80A585EC0,800A4B4A0,Partnership #42489
Capital Trust Bank,23537,80155F540,800BAF5D0,Sole Proprietorship #14122
Japan Bank #0,15,813700A41,80059FDF0,Partnership #38444
Baltech Federal Bank,314651,8063E8040,8008BE090,Corporation #12853
Mexico Bank #312,334783,80CA5D240,800D3F700,Partnership #36544
Australia Bank #111,327923,80AF87440,800CCD520,Corporation #33736
Russia Bank #19,217096,806D809C0,800B44480,Partnership #33830
National Bank of Montpelier,226925,811A33B40,800CF7090,Sole Proprietorship #5727
First Bank of Billings,115159,80BF8E640,800ED0BE0,Corporation #4518
Willows Bancorp,1729,8042B6D40,800D0CEB0,Corporation #5595
First Bank of Harrisburg,122916,812781FC0,8004E6150,Corporation #18469
Oak Trust Bank,32853,813502750,8006DC9F0,Partnership #15252
Belgium Bank #4568,318629,811665F50,80095ABD0,Sole Proprietorship #47829
Sappo Thrift,33426,8139944D0,800C79D10,Sole Proprietorship #14487
Acme Federal Bank,16109,802477B50,80089A6B0,Partnership #6745
Japan Bank #13,10057,803ABA950,800AA4FE0,Corporation #30208
Switzerland Bank #18,41089,80F484D50,800F7A110,Partnership #40429
China Bank #374,29191,80E810E50,8009A3930,Partnership #45746
Greece Bank #976,36340,80796F7D0,80089A9B0,Partnership #27481
Brazil Bank #13,135010,80DAFBCD0,8014E6BD0,Corporation #18817
Germany Bank #1251,115976,813F289D0,8008D1F10,Corporation #24407
Russia Bank #16,9,806100950,800B55DD0,Sole Proprietorship #33012
Japan Bank #0,15,803A80A50,800A41C60,Sole Proprietorship #30638
Arbor Savings Bank,233580,80CD83BD0,80057A8D0,Corporation #14222
Brownstone Trust Bank,21258,8013188D0,80013BC60,Sole Proprietorship #3088
Spain Bank #112,23003,80BA4E060,800913670,Partnership #29576
France Bank #5022,336358,80D40FEE0,8007A7DD0,Corporation #22509
Spain Bank #4911,349385,812126960,80087BEB0,Corporation #26247
Sunrise Cooperative Bank,317708,80A348BE0,800EEA180,Partnership #14778
National Bank of Arkadelphia,8798,805B922E0,800F44CD0,Partnership #22464
Canada Bank #371,227310,809F3FAE0,800CBB300,Sole Proprietorship #35374
Finland Bank #1110,35508,80A8D57E0,800873E10,Corporation #24931
Canada Bank #36,25202,8094934E0,800CBAF00,Partnership #36117
Crytpo Bank #9,225,813B87D61,800FE9980,Country #1
Israel Bank #8,243614,80FFBC2E0,800E92D00,Partnership #37696
Italy Bank #688,35259,807BCD060,80079CF70,Partnership #25372
Germany Bank #116,14290,8023BE4E0,8007664B0,Sole Proprietorship #23257
Bank of Pittsburgh,333864,80C5419E0,800AF15A0,Partnership #1821
Savings Bank of Portland,115249,80AB11560,800DD3590,Corporation #12422
Regents Credit Union,221332,8083847E0,800CA4980,Sole Proprietorship #12221
Switzerland Bank #3,39556,80E9D4FE0,800E1E840,Corporation #44249
Switzerland Bank #51,139342,80F382AE0,800E1CC00,Corporation #35406
China Bank #41,19477,80BC60760,8009EAE00,Sole Proprietorship #933
China Bank #6,20,8004807E0,800604930,Corporation #39342
National Bank of Arkadelphia,8798,8133922E0,800383720,Sole Proprietorship #21253
Mexico Bank #605,332536,80CB171F0,800D5A000,Partnership #36808
China Bank #3,4,811980FF0,8009A9E60,Sole Proprietorship #30317
Sunrise Federal Bank,38617,80E036170,800DA5ED0,Sole Proprietorship #20072
France Bank #33,3881,80B979970,80085D9F0,Partnership #46252
Israel Bank #785,347305,8114E5970,800EC1E80,Sole Proprietorship #45573
Mexico Bank #0,213,809086770,800C661B0,Sole Proprietorship #34849
Russia Bank #601,319187,807376470,800B49C40,Sole Proprietorship #32941
China Bank #200,39348,80944D7F0,8009BBD70,Partnership #30455
Savings Bank of Newport,18819,80DFCCC70,800F2B260,Sole Proprietorship #15358
Mexico Bank #0,213,80C086770,800D37CC0,Sole Proprietorship #36108
Russia Bank #625,220042,8074DC8F0,800BBE250,Partnership #34654
First Bank of Tuscon,12359,80E582E70,8003F42C0,Partnership #1499
Bank of Helena,340771,811099F80,800E383E0,Corporation #9042
Switzerland Bank #10,117,80E883480,800DB93F0,Corporation #34854
Canada Bank #33,24922,80998A300,800C5EFF0,Partnership #35725
Crytpo Bank #9,225,813707E81,800FE9980,Country #1
Switzerland Bank #20,137218,80FA40F00,800DD2990,Corporation #34863
Australia Bank #286,329113,80A9AC280,800CECC00,Corporation #33883
Russia Bank #53,17554,806B24700,800B73640,Partnership #34225
Portugal Bank #371,19023,808F52980,800862650,Sole Proprietorship #25303
National Bank of Augusta,334356,813AD0400,800F52DB0,Partnership #22879
National Bank of Helena,1457,80742D680,800EDC960,Sole Proprietorship #11274
Capital Bancorp,113798,805764D00,800DC9680,Partnership #9741
First Bank of Boston,16163,805479F80,800F2C360,Sole Proprietorship #9048
Golden Bancorp,1362,80032A700,800F88390,Sole Proprietorship #377
Crytpo Bank #9,225,813707E80,800F5D4A0,Sole Proprietorship #6491
China Bank #53,224782,80F9F0900,800A19DA0,Sole Proprietorship #54656
Belgium Bank #677,14277,80583EC80,8008A3130,Partnership #25964
Germany Bank #38,1669,807B34C80,8006B8100,Corporation #24006
Flagstone Savings Bank,114674,809A7F700,800430040,Partnership #14087
National Bank of the South,19474,807160700,8003AA5A0,Corporation #36944
Baltech Thrift,17425,80BF20680,800341C60,Sole Proprietorship #5917
China Bank #9,5627,811B2F390,800A2A8E0,Corporation #29501
France Bank #5267,33124,801F0BC10,80063FFE0,Sole Proprietorship #22378
Israel Bank #75,343266,80FDE7F10,800E84E60,Corporation #35871
Bank of the South,134140,80735F010,800E7A4F0,Partnership #12580
National Bank of Indianapolis,215266,808547F10,800E30A00,Partnership #308
Crytpo Bank #10,254595,814794F91,80059FDF0,Partnership #38444
Crytpo Bank #12,153706,814943B11,800FE9980,Country #1
China Bank #387,313099,8114B8B90,800A2EFA0,Corporation #29062
Italy Bank #14,117999,813E67990,8006D2F90,Individual #57
Belgium Bank #226,27288,8093D4210,8007AF8B0,Sole Proprietorship #25095
Germany Bank #207,17861,8078AEC90,8008A5070,Corporation #23014
Bank of Sacramento,38486,810DB2510,800DBF600,Corporation #4426
National Bank of Madison,314281,808D5DA90,800AABFE0,Sole Proprietorship #3247
Crytpo Bank #10,254595,814794F90,800FA0010,Partnership #4037
Canada Bank #32,25113,809310290,800C88010,Corporation #4133
UK Bank #33,21884,80812B010,800C04420,Sole Proprietorship #34073
Italy Bank #1969,130902,80C37A510,800943270,Partnership #40154
First Bank of Montpelier,795,802498390,800103160,Partnership #5354
Crytpo Bank #619,354759,8148CEDA1,800214100,Partnership #47000
Brownstone Credit Union,1686,812F34520,800E48D20,Sole Proprietorship #7236
UK Bank #437,324435,80901A7A0,800C0A740,Corporation #32962
Canada Bank #94,324964,8092ABC20,800C4D230,Partnership #35748
Japan Bank #49,10605,80444B8A0,800A340F0,Partnership #31646
Spain Bank #161,3411,805B6A7A0,8006D5E30,Sole Proprietorship #22714
First Bank of Indianapolis,1412,812F2CC20,800ED4620,Partnership #17462
Oak Community Bank,33961,804E25AA0,800F0A890,Sole Proprietorship #8469
Israel Bank #12,45563,81130F3A0,800F00E30,Sole Proprietorship #413
Israel Bank #15,244192,8107CFE20,800EC60C0,Sole Proprietorship #37748
Mexico Bank #16,1132,80CA23820,800D4ABE0,Sole Proprietorship #36211
Germany Bank #21,4259,80BC85FA0,80076F2B0,Partnership #28003
Savings Bank of Billings,6075,8045BD3A0,8002F7B00,Sole Proprietorship #39635
Sea Bank,2845,8021D80A0,800211F40,Corporation #3825
Saudi Arabia Bank #67,348317,811A840B0,800F1BC50,Partnership #38226
Australia Bank #658,328264,80A512A30,800D28430,Partnership #36506
China Bank #1091,313744,80BC4C630,800A00B40,Corporation #51334
Crytpo Bank #128,255772,814638031,800FE9980,Country #1
Canada Bank #26,214,80BF06530,800D3F700,Partnership #36544
Switzerland Bank #51,139342,80EA82930,800DB93F0,Corporation #34854
Savings Bank of Columbus,124290,80AB2CF30,800B14CF0,Partnership #45421
First Bank of Harrisburg,36680,80277AA30,800DCAB70,Corporation #1734
Switzerland Bank #112,39678,80F0D7130,800DDE7A0,Partnership #37193
Australia Bank #17,228101,80AA58CB0,800CCD520,Corporation #33736
France Bank #833,223026,80D9B9730,80070E430,Sole Proprietorship #25780
Spain Bank #66,16941,807B118B0,8006D12B0,Corporation #20890
Germany Bank #105,14011,801B353B0,8006DDC50,Corporation #21059
Germany Bank #126,410,80060C330,80062BC00,Sole Proprietorship #22195
Russia Bank #12,116781,806AC18B0,800B86C40,Sole Proprietorship #33345
National Bank of Cleveland,122086,80BDE7D30,8004D5B50,Corporation #13433
Savings Bank of Fairfield,24515,801F7EFB0,800296B80,Corporation #3701
First Bank of Tampa,21940,80742D430,8001A9A20,Partnership #11892
Crytpo Bank #873,355364,8143E1C41,8004B5CD0,Partnership #38443
Hearthstone Federal Bank,330033,80D9496C0,800544270,Partnership #22276
The Pine Community Bank,32579,800EFAFC0,800F05C70,Partnership #41827
Crytpo Bank #13,55424,814644E41,800FE9980,Country #1
National Bank of Pittsburgh,220,813D06041,800366DC0,Partnership #45897
Canada Bank #1,24779,809D06BC0,800C83C50,Corporation #33722
Germany Bank #317,6052,811ABDC40,80074C550,Corporation #21085
Capital Community Bank,316508,813922040,800F7EB70,Sole Proprietorship #13729
Future Savings Bank,38273,80ECACEC0,8009111F0,Sole Proprietorship #8307
Germany Bank #3137,352052,813179440,80070CBD0,Partnership #23603
India Bank #25,7,805C00DC0,800B372B0,Corporation #31147
National Bank of Laramie,115700,81479F440,800868B10,Partnership #15701
Bank of Augusta,28255,8034721C0,800D7AA70,Partnership #7176
Israel Bank #21,43849,8112DAAC0,800ED7B80,Partnership #39471
Switzerland Bank #21,139298,80EE01F40,800E154E0,Partnership #37246
India Bank #0,6,80A200D40,800CBD320,Corporation #43615
Canada Bank #48,125811,809B5B7C0,800CA9780,Partnership #6494
Germany Bank #7,7548,80556B040,80082A330,Sole Proprietorship #53040
National Bank of Arkadelphia,10614,80B24B540,8003C1960,Partnership #15358
Hearthstone Savings Bank,2385,81354A6D0,800F30FA0,Corporation #15516
France Bank #722,33594,806799350,800988230,Partnership #30310
Israel Bank #910,343398,80FD6BD50,800E84E60,Corporation #35871
Savings Bank of New Orleans,329700,80BFBFC50,800EDD340,Sole Proprietorship #12746
Crytpo Bank #30,54348,813FA2851,8004B5CD0,Partnership #38443
Austria Bank #20,3045,80735FCD0,8008EC5F0,Corporation #20669
Italy Bank #84,24850,806708751,800FE9980,Country #1
Germany Bank #18,23,8050805D0,8006C3D80,Partnership #25218
National Bank of Denver,142553,812FE62D0,800C87030,Partnership #17245
Switzerland Bank #46,140754,80F3AE750,800E552E0,Corporation #35419
France Bank #729,35520,80D6D6E50,800DB0C50,Corporation #9458
Croatia Bank #546,25309,811D160D0,8009235B0,Partnership #29386
Italy Bank #84,24850,806708750,80078AD50,Corporation #23338
Savings Bank of Lacrosse,123773,80C31B0D0,8004F3FF0,Partnership #16540
Bank of Laramie,13917,80D0B20D0,800410CC0,Partnership #39796
First Bank of New Orleans,21550,8105A1950,800184160,Partnership #20175
UK Bank #972,324103,808D90DE0,800BCBE20,Corporation #32228
Japan Bank #63,10581,80C44A4E0,800A720A0,Corporation #30235
Switzerland Bank #42,41165,80F5868E0,800DB93F0,Corporation #34854
Canada Bank #26,214,80C586560,800D3F700,Partnership #36544
India Bank #26,112064,805C2EE60,800AB3CB0,Sole Proprietorship #31677
India Bank #38,13154,80501BF60,800ABA660,Partnership #32618
National Bank of Boston,1588,801931460,800D71300,Partnership #4059
Israel Bank #33,44451,81086DFE0,800EDDB20,Partnership #3071
Belgium Bank #677,14277,80B63ECE0,8008A3D30,Sole Proprietorship #26702
Savings Bank of Bridgeport,214615,80E1B25E0,800425FA0,Corporation #42538
Spain Bank #3902,31726,80185F970,800675E00,Partnership #27687
Slovakia Bank #4762,323657,808A02AF0,8007D8630,Corporation #24670
Savings Bank of Albany,31931,801F653F0,800E25DE0,Sole Proprietorship #986
National Bank of Arkadelphia,10614,80DF4B570,800BBBCD0,Corporation #14596
First Bank of Madison,15768,813AEC270,800E66DE0,Partnership #14617
China Bank #14,3,804D80FF0,800B42CF0,Corporation #31478
Japan Bank #0,15,813D809F1,800FE9980,Country #1
China Bank #10,18200,8048B8270,8009D03D0,Sole Proprietorship #20230
Portugal Bank #2050,332253,80BB8E0F0,8007C0510,Sole Proprietorship #23591
Mountain Community Bank,231490,80BDC2F70,800F39E40,Corporation #1923
Japan Bank #0,15,813D809F0,800F6F8F0,Partnership #4246
Israel Bank #51,143430,810A82D70,800EC0740,Corporation #36223
Israel Bank #7,1198,810225970,800E932A0,Sole Proprietorship #2111
Russia Bank #43,218783,8075341F0,800BB7030,Partnership #34668
Willows Bancorp,1729,8005B6EF0,8000E6A20,Sole Proprietorship #855
Heath Community Bank,33043,807E88700,800E34AC0,Partnership #2397
Savings Bank of the West,3990,80067C580,800F406B0,Partnership #3081
Portugal Bank #371,19023,808A52900,800822050,Partnership #28365
Brazil Bank #317,335353,80CDEF200,8014E6BD0,Corporation #18817
Spruce Savings Bank,14804,80A74E480,800E06C40,Sole Proprietorship #7878
China Bank #456,330603,80B1DBB00,800A0E1E0,Corporation #28909
Canada Bank #26,214,80BF06580,800D3F760,Partnership #36511
UK Bank #242,249531,812075300,800C4AC10,Corporation #32973
Spain Bank #992,17649,80C527600,80077C390,Corporation #25496
Savings Bank of the Valley,223635,80E0CC700,800F452D0,Sole Proprietorship #11718
Baltech Community Bank,15723,80AB6BB00,800C55A10,Sole Proprietorship #14255
National Bank of Detroit,310545,8053E8600,800B0D450,Partnership #9537
Australia Bank #39,29664,80AD9FE80,800D23E90,Sole Proprietorship #40823
Spain Bank #1116,20846,80800B980,8008F7450,Sole Proprietorship #55318
National Bank of Los Angeles,334359,80D950510,800FB0490,Partnership #47585
Switzerland Bank #11,112,80E183690,800DE52A0,Sole Proprietorship #45557
Savings Bank of Bridgeport,38664,808938A90,800D4CC40,Sole Proprietorship #14123
Germany Bank #65,22,800180590,8006E5410,Corporation #27939
National Bank of the East,12,811480890,800CAE840,Partnership #18806
Crytpo Bank #22,153827,813F47F11,800FE9980,Country #1
National Bank of Springfield,24550,80D2FFD90,800CBAEA0,Partnership #16409
First Bank of Lacrosse,34032,80CB27690,800D3F700,Partnership #36544
Germany Bank #2806,339315,812AEB710,8006A7F40,Sole Proprietorship #22682
First Bank of Helena,132554,80F92EB90,80092C330,Corporation #16304
National Bank of the East,12,80BF00890,800D29DE0,Sole Proprietorship #42310
First Bank of Columbus,33389,811E13810,80057EC50,Partnership #43421
Germany Bank #6034,345179,8108A2320,8009397F0,Sole Proprietorship #28876
Savings Bank of Phoenix,315887,805C8F920,800B8AA10,Sole Proprietorship #19500
Sunrise Bancorp,318268,80D1590A0,800B89630,Partnership #19200
Plateau Federal Bank,3689,8008F3A20,800C682B0,Sole Proprietorship #6881
National Bank of Philadelphia,34694,80C43CDA0,800B03490,Partnership #8729
Spain Bank #309,219449,80DD49220,80076A5B0,Partnership #27100
Sappo Bancorp,2843,800658320,800E79710,Partnership #15479
Belgium Bank #152,16254,80B87B1A0,800942350,Corporation #38540
China Bank #567,329264,8114B16A0,8009BFB10,Partnership #30422
Bank of the West,22205,80DD35020,800F26CE0,Partnership #1519
UK Bank #42,122047,808365120,800C14360,Sole Proprietorship #34378
India Bank #26,112064,8049AEEA0,800AD6BC0,Partnership #42991
Italy Bank #14,117999,8110E7920,8008D4C30,Sole Proprietorship #28079
Italy Bank #84,24850,807B087A0,80078B0B0,Corporation #39441
Oasis Bank,218438,80ED2ADA0,800489990,Sole Proprietorship #18217
Crytpo Bank #544,353880,813B322B1,8004B5CD0,Partnership #38443
Germany Bank #4119,3451,80086B330,800851410,Partnership #30143
Israel Bank #35,245748,810BFF4B0,800E84E60,Corporation #35871
Germany Bank #65,22,80B9805B0,8008F1BD0,Corporation #24240
Savings Bank of Fairfield,24515,80E6FEF30,800CDD4C0,Partnership #19032
Acme Thrift,29089,80E30DE30,800EE96A0,Corporation #7893
Bank of Cleveland,17748,80852A4B0,80095BAB0,Corporation #3422
Arbor Savings Bank,1,800300E30,800F02A10,Sole Proprietorship #751
India Bank #40,13157,805D9BC30,800B05C50,Sole Proprietorship #53110
Portugal Bank #5,28627,80AEFE730,800856370,Corporation #44649
Spain Bank #208,15964,802B720B0,8007CBA30,Corporation #22059
First Bank of Dallas,13145,80809A230,800233420,Sole Proprietorship #12052
Bank of Hartford,12735,80108D130,8002061A0,Corporation #2079
Savings Bank of Los Angeles,1665,802EB4E30,8000D0700,Sole Proprietorship #53952
Sunrise Credit Union,2952,8052DCAC0,800BABF30,Partnership #21452
Italy Bank #5234,346666,812AD1BC0,80079E1D0,Corporation #51554
Switzerland Bank #1108,340600,80F4932C0,800DB93F0,Corporation #34854
Canada Bank #44,225454,809E859C0,800CB9A60,Corporation #37759
Savings Bank of Watertown,31443,802BD6740,800E5CFA0,Partnership #12210
India Bank #1084,313600,8056C8EC0,800B2CA10,Partnership #51400
Greece Bank #44,14650,8020C93C0,8007D4530,Partnership #27156
Crytpo Bank #153,354161,813CBB641,800FE9980,Country #1
First Bank of Bridgeport,38272,8030ACEC0,8004C8E10,Sole Proprietorship #17124
First Bank of Lincoln,29292,8130138C0,800C479B0,Corporation #17020
Russia Bank #14,117435,806DD5340,800BA4770,Sole Proprietorship #33525
Switzerland Bank #9,116,80DC034C0,800DB93F0,Corporation #34854
Russia Bank #69,316648,806127AC0,800B49C40,Sole Proprietorship #32941
First Bank of Hartford,13037,805A97840,800C71FB0,Partnership #10003
First Bank of New Orleans,21550,802AA19D0,800D469E0,Partnership #46177
France Bank #5053,34782,806CBE1D0,8008E87B0,Partnership #30231
National Bank of Hartford,34619,809939350,800ED6C80,Corporation #1023
First Bank of New Orleans,313153,80FF3AE50,800972A50,Corporation #8482
Switzerland Bank #1102,340750,80EF189D0,800DB93F0,Corporation #34854
First Bank of Phoenix,25547,80A71EB50,800503E30,Partnership #43289
Saudi Arabia Bank #131,348517,811E8BC50,800F1BC50,Partnership #38226
Germany Bank #120,22758,8121C7DD0,8006C81B0,Sole Proprietorship #24418
Bank of New Orleans,12719,803A0D950,8006D3D70,Corporation #40774
Israel Bank #6,119,811A83550,800F26F80,Corporation #36530
India Bank #6,112497,8122BB650,800AD66E0,Partnership #32636
China Bank #688,349368,8137A52D0,8009D04F0,Partnership #31055
Greece Bank #570,111141,804911C50,8006A63C0,Partnership #23616
UK Bank #31,220541,807DEB050,800BE5320,Partnership #45188
Russia Bank #53,17554,8070A47D0,800BA51F0,Partnership #34499
Bank of Los Angeles,132923,8100B9350,800579EF0,Corporation #48686
Japan Bank #0,15,813700960,800419300,Partnership #50846
Bank of Newport,33178,80CD8C3E0,800D73000,Partnership #14824
Brazil Bank #355,335344,80CF6F6E0,800D89CF0,Corporation #34670
Israel Bank #48,45000,810BFEAE0,800E84E60,Corporation #35871
Bank of Billings,33937,801EA4660,800EE9BE0,Partnership #7866
Switzerland Bank #8,118,8120035E0,800F1BC50,Partnership #38226
Japan Bank #0,15,813700961,800FE9980,Country #1
Japan Bank #51,111312,8046966E0,800A939C0,Partnership #32463
Japan Bank #36,19925,803E6E460,800A3C000,Partnership #31809
Italy Bank #2187,134132,81265F4E0,8007F5910,Sole Proprietorship #26478
First Bank of Hartford,13037,80CD97860,800AEC660,Corporation #14215
First Bank of Bridgeport,32678,8081FDDE0,800F0A1D0,Partnership #12768
Hilltop Bancorp,15980,8034F38E0,800D59640,Partnership #7291
Australia Bank #20,27621,80A25FC60,800CD9240,Corporation #2068
Mexico Bank #0,213,809106460,800C5A410,Partnership #10377
Japan Bank #37,210292,80C42B4E0,800A81540,Sole Proprietorship #265
China Bank #13,14,80B1009E0,80099CD30,Partnership #31142
France Bank #40,1299,802628760,800689720,Sole Proprietorship #23773
